bed_type,bathrooms,description,latitude,price,bedrooms,room_type,longitude
Pull-out Sofa,1,"This is a great place for your whole family to stay while you explore DC, with free off-street parking right outside your private entrance!We are in the beautiful Mount Pleasant neighborhood of Northwest DC, and we're within walking distance to the National Zoo. Our street is very quiet and residential with lots of families, but we are within walking distance to the main street with good restaurants, cafes, and shops. Many bus lines run through Mount Pleasant to take you to the metro (about a mile away) and other nearby neighborhoods including Cleveland Park, Adams Morgan, Dupont Circle, and the U-Street Corridor.You will have the entire lower level of our house to yourselves. The space includes a bedroom, large play area, and fabulous spa bathroom including a jacuzzi tub and a large walk-in shower. The private entrance lets out into the off-street parking space and a brick-lined alley that abuts parkland.The bedroom has a very comfortable queen pull-out bed (a Comfort Sleeper.) We also have one twin-sized aero bed, one toddler-sized aero bed, one queen aero bed and a portable crib that can be easily set up either in the lower level of the bedroom or in the large play area.The rental does not include access to a kitchen, but we do have a coffee maker, tea pot, and bottle warmer to get you going in the morning. Please feel free to get in touch with any questions you might have!",38.934461866226044,65,1,Private room,-77.04319973774805
Real Bed,1,"We live in 1908 rowhouse tha has a completely separate basement apartment in the hot area of Columbia Heights (CH) DC. The basement was renovated in 2011. The unit has 1 bedroom, 1 bathroom, a kitchen with stainless steel appliances and an island, a dining area, office area, a separate laundry room, flat panel HD TV, and front and rear entrances.We are located less than 6 blocks from the CH metro, the DC USA shopping center which includes a Target, Best Buy, Bed Bath and Beyond, Marshalls, and DSW. The Giant grocery store, banks, dry cleaners are 3 blocks away. We are about 3 blocks from the very hip 11th street restaurant row. We are even closer to many restaurants on 14th street. Please see my guidebook for more information about places in the area.We are also close to the Petworth metro. The CH and Petworth metros are off the green/yellow line which is the same line for Reagan National Airport, the National's Stadium, Chinatown, and L'Enfant Plaza.The apartment is spacious, fully furnished, and kitchen is fully equipped. It can comfortably accommodate 4 people (2 in the bedroom and 2 on an air mattress in the living room that we would provide). Throughout your stay you will have access to free Wi-fi and satellite TV.The apartment is professionally cleaned on a regular basis.Based on feedback, we recently added a wall unit AC to keep the air circulating.There is street parking. Speak Spanish and Urdu.",38.93389594003684,114,1,Entire home/flat,-77.0316876513281
Real Bed,1,"Enjoy your own room in a 2Bedroom/1Bath house on the Eastern part of Capitol Hill. Room has a full sized bed, dresser, mirror, hair dryer, and closet. Wireless works through the house and I have cable through DirecTV. Sheets and towels are available if you need them. Let me know if there are any particular breakfast foods that I might stock up on before your arrival.Parking is easy out front if you have a car. It's a 25 minute walk to the Capitol building and 7 minutes to the Orange and Blue metro lines (which go to the Smithsonian museums). I'm a big fan of the bikeshare system, which has several stations nearby. There are also several bus lines nearby that can get you where you want to go.I'm an easy going, California native who works for the government. I'm an early to bed, early to rise guy, so I will probably be out of the house before you're up and asleep before you head to bed.",38.8911543976701,48,1,Private room,-76.98083496001557
Real Bed,1,"Getting AroundConveniently situated just 0.3 miles/~500 meters from the Stadium Armory Metro station (blue/orange), my address puts you within a short drive/subway/bus ride of all there is to see and do in DC. The D6 bus stops 1 block away and is a direct trip to and from Union Station. There is easy highway access to 295. At the Metro station, there are capitalbikeshare bikes available to rent.NearbyMy rowhome is located on a residential street in East Cap Hill in a neighborhood called Kingman Park which is located just east of H Street and its rapidly evolving nightlife scene. 1.2 miles from Eastern Market & 1 mile from H Street; both are neighborhoods where you can explore food, shopping & nightlife. The closest grocery store is 1 mile away.AccommodationsThe primary bedroom is a large, lovely room furnished with a memory foam queen bed. The second room is a small bedroom furnished with an air mattress. Parties of two may have the use of either, but not both, bedrooms. You may have use of the rest of the house, including the fully equipped kitchen.Amenities► queen size memory foam bed► separate air mattress► clean sheets, blankets & pillows► closet & storage space for your clothes & toiletries► fully equipped kitchen► bathroom with tub & shower► wireless internet access (through my mobile phone turned into a hotspot, so if I need to leave and take my phone, the internet access goes away, luckily, I work at home.)OtherGuests will have one set of keys.If you need parking, there are 2 tangent spaces behind my home.Keep in mind, this is not a hotel. If you you know how to be a considerate house guest, you are welcome here.",38.89313149894625,56,2,Private room,-76.9752746247185
Real Bed,1,"This is a fantastic location to experience D.C. Everyone who has stayed loves the atmosphere of Columbia Heights. Plus, you have the ENTIRE apartment to yourself! It is very close to the Columbia Heights metro station, restaurants, and shopping. It is within decent walking distance to a number of other great neighborhoods: U street corridor, Mt. Pleasant, Adams Morgan and so much more! The National Mall is a quick 20 minute metro ride away, with no transferring metro lines. The apartment is fully furnished and sunny with: - Queen size bed- Bathroom: shower/bathtub, hair dryer - Coin operated washer and dryer in the basement- Kitchen: coffee maker, toaster, and microwave- Air conditioner in the window - WiFiPlease note:- The apartment is on the second floor of a two story apartment building, so there is one flight of stairs. - It is a safe and secure building. The building's main door is locked at all times. - The apartment is in an older building. I guarantee that the apartment will be clean and hygienic when you arrive, but the space is not pristine. - The kitchen is functional, but this apartment is best for visitors who plan to do very light eating in the apartment and want to explore the culinary delights of the neighborhood. - There is no off-street parking. (If you bring a car you will have to find street parking.) - There is no TV, so bring your laptop and watch Hulu or rent a movie from the Giant Grocery store located just a block away.- No gym facilities in the building. There is a Washington Sports Club near by. - The building has a no dog policy.Check in - 5pm Check out - 10am (both times can be flexible if requested) Message me if you have questions! Hope to hear from you!! Claire",38.930717751663444,65,1,Entire home/flat,-77.02976990560899
Real Bed,1,"Quirky and comfy historic DC rowhouse a few short blocks from U St. metro, restaurants, and nightlife. Spa shower in private bath, bright bedroom, exposed brick, and sunny back patio & hammock. Share the house with entrepreneur and two docile cats. Full-sized washer and dryer, dishwasher, wifi, Internet TV. Dark hard-wood floors throughout, a perfect front porch for people-watching, a backyard hammock, and a security system. There's also room for off-street parking in back.From here you'll have easy access to numerous bus lines, bikeshare and metro. We are in the quietest part of the U St/Shaw/Columbia Heights nightlife triangle, with a running track and swimming pool within a block or two, as well as numerous bars, clubs, and restaurants. You'll also have access to the kitchen and its storage and amenities.I'm home working a few days a week and happy to help with tourist suggestions and other ideas. I may not be home when you arrive, but will work out key access for you prior to arrival.",38.92162670303806,59,1,Private room,-77.02429051362411
Pull-out Sofa,1,"I'm looking for someone clean, decent, neat and professional to share my beautifully appointed one bedroom/one bathroom apartment in Columbia heights. I would be staying in the master bedroom but would be offering the incredibly comfortable sofa bed in the living room which sleeps one. I'm a quiet person that is out most of the day and when i come home in the evening it's just to unwind and go to bed. I keep to myself, mind my own business and having had flatmates for most of my life, consider myself pretty easy to get along with. I'm a neat freak so the apartment is always immaculately kept so i hope you are too otherwise we probably won't be a good match. I don't entertain but on the rare occasion and never big groups. The location of my building is amazing - just down the street from Target, Bed Bath and Beyond and across the street from Giant. The apartment features beautiful furniture, hard wood floors, washer and dryer in unit, a small balcony, full kitchen equipment with modern stainless style appliances, fast speed wi-fi, cable TV, all utilities included in rent! The building has a gym, business center, concierge service and maintenance. The Columbia Heights metro stop is just a three minute walk away and right down the street. SUPER easy to get to!",38.93199629005718,33,1,Private room,-77.03217210198031
Real Bed,1,"-- Please Note --> My apartment is on the market for sale, meaning there may be some buyers who need to see the apartment during the daytime of your stay. You will not have to leave but they would need to look in your room and bathroom briefly. I will alert you to each scheduled viewing in advance. Since it could sell at any time, I'm also not booking more than a month in advance at this time because I don't want to have to cancel on you.One private bedroom + newly renovated bathroom in a 2br/2ba Adams Morgan apartment. I am living in the other bedroom with my wife Tucky and our cat. We are friendly but respect your privacy. We tend to be at home more often than not since I'm self-employed.Price includes private room, full size bed with clean sheets, wifi internet, cable TV in the living room, full in-suite bathroom, use of kitchen and laundry room, clean towels, shampoo and soap, and free coffee or tea in the morning on request.Minutes to Columbia Heights (green and yellow metro, Target, restaurants) and Adams Morgan's 18th St bars, Safeway, Harris Teeter, and restaurants in the other direction. Woodley Park (red line metro) is a 10 min walk; 42 bus line to Dupont and Metro Center is right outside the building; several Capitol Bikeshare stands are nearby. Direct metro ride on the yellow line to the north side of the National Mall, Reagan National Airport or DC Convention Center. 4 minute walk to the back entrance of the National Zoo and Rock Creek Park.",38.925762,58,1,Private room,-77.038704
Real Bed,2,"This lovely house near the Takoma DC neighborhood has a large private guest room, with a queen size bed, and with a private, full bath. Bathroom has a tub you can take a nice long relaxing soak in!There is one bed in the room and it is 57 inches wide (149 cm).You will have a nice & friendly host with lots of experience living in and enjoying DC! (me) On weekends check in time is flexible. On weekdays, Monday through Friday, check in usually has to be when I am home from work, that is after 5pm and before 10pm.Note -- Please send an inquiry BEFORE initiating a booking request. Also, please note there is a $15 per night charge after the first guest -- that means for two people there is the $45 charge for one and for the second person there is an additional $15 charge.Location: It is in a very quiet and peaceful area, 0.7 miles from the Takoma Park metro station. You can walk from the station to my house in 15 minutes (or you can take a bus line 62 or 63, which passes by frequently). There are nice restaurants near the station. From my house you can reach downtown DC in about 35 minutes using the Metro. It is a safe area to walk in.For transportation options, use the ridefinder at the website for Washington Metro.The beautiful and refreshing Takoma Aquatic Center is within easy walking distance. You can have a nice swim! A day pass costs only $7 for non DC residents (even less for children)Sorry, no pets and no smoking. Sorry, there is no access to laundry facilities in the house - there is a laundromat nearby that you can walk to. There is usually parking available in front on the street, or you can park behind the house (please inquire first). Se habla espanol. LGBT friendly.-------------------------------------- As a private residence and not a public business, guests are welcomed as any other friends or family. If you would like to be invited to stay with me, please complete your airbnb profile prior to making contact. You will ***NOT*** be invited to stay if your profile is incomplete! ---------------------------------------",38.96876078521489,29,1,Private room,-77.02235686532435
Real Bed,1,"Summary:Make yourself at home in a spacious, professionally cleaned, historic row house filled with modern amenities. Exposed brick and wood beams, tall ceilings and lots of sunlight make this room unique and easy to enjoy. Take a rest from a full day of D.C. adventures to drink a glass of fresh iced tea or wine on the brick patio in the quiet, fenced backyard. Your hosts look forward to helping you enjoy your time Washington, D.C.The Neighborhood:With a “walk score” of 88 (very walkable) your bedroom is only three and a half blocks from the Columbia Heights Metro station and only two blocks from two different Capital Bikeshare station docks. For $7.00 dollars a day you can ride bikeshare bikes around the city. With numerous buses and bike lanes, this is a visitor’s dream location. You are a short walk away from Target, Giant grocery store, DSW shoes, Starbucks and may other preferred vendors. D.C. locals enjoy the popular cafes, bars and restaurants on nearby 11th Street.Guest Access: As a guest in this home, you will have full access to everything, except of course our bedroom. You may park a car or regular sized SUV in the private fenced parking space. In addition to full access to our gas stove and kitchen you may also choose to grill in the backyard. If you forget something when you arrive you should be able to find what you need in your amenity basket. If you need to wash a load of laundry or two feel free to use the full sized washer and dryer. We will also have guest Metro cards available for you to use that you may load with money so that you are able to enjoy the extensive D.C. metro and bus system. The home comes equipped with Wi-Fi, and Verizon Fios cable. Interactions with Guests:We are a professional couple who will be out of the house from 8:30 a.m. until 6:30 p.m. Monday through Friday. This means that you will have the place to yourself most of the time, but we will be around to help you navigate the city and chat at night and on most weekends. We have a beautiful little dog named Lucy who is a crate trained and friendly. When we are at work she spends her day in her kennel sleeping. Our cleaning lady will quietly work around you if you find that your stay coincides with her arrival. Your room:Your large, private room overlooking the newly illuminated Washington Monument is located on the second floor of the home next to the shared full bathroom. It contains a queen size bed, two ceiling fans and a desk in a private nook. The room also contains a cedar lined closet and shoe rack. It is by far the most interesting room in the house with exposed wood beams, brick, wood paneled walls and original hard wood floors dating back to 1914. We hope you enjoy the room as much as we do!",38.92776074146739,57,1,Private room,-77.02610839187373
